Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Congo, Rep.",COG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.02786235,18.01075135,17.89215435,17.77251092,17.80219545,18.93003931,19.74169742,19.8630171,19.2926045,19.44848734,23.94736842,21.87146949,21.25603865,22.10264901,25.40809084,32.42092457,37.60399334,31.64893617,29.50075643,36.39216471,46.61487236,50.89532952,52.56338028,54.32932933,56.58841941,53.91429749,32.64598989,35.78825359,29.91608649,37.97901008,40.64304462,36.03486406,35.51004637,35.29798711,45.48434383,44.86839614,51.84273294,56.86361289,46.05686462,61.27095839,72.15267176,65.48845384,63.31892251,61.17235948,65.86448408,61.7104107,62.62918885,57.07041752,63.94197893,55.69794813,66.17916978,65.8738952,65.31021912,61.98930708,58.10498553,47.801808,36.38176488,43.03047776,52.10485927,48.16991927,22.05785407,28.22036202,36.24687109
Colombia,COL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,27.37898426,26.12267176,27.99275774,27.42373998,27.51682658,27.63994336,27.73116252,28.75737024,30.52146735,30.00583155,29.21813442,30.83341161,30.30184532,29.96425457,29.52355156,31.58884956,30.60360414,30.88269802,31.50061703,33.262286,34.60371499,36.17395281,34.74813268,36.23322742,36.94435237,31.49686022,31.63041037,29.70021056,30.16888033,29.11468198,29.228924,28.51900196,27.07867036,26.39229161,26.72078756,27.30577228,27.22281504,27.52901277,28.90378013,29.72589209,30.34814977,30.91346003,30.57903507,32.13109113,31.24703434,31.3713561,33.30215517,33.40550062,32.74755529,30.98585272,28.58944789,27.68916231,26.81485891,26.89546675,25.99342684,23.6500017,24.85766226,26.73398656
Comoros,COM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,12.20643665,12.20714473,12.20686005,12.20624486,12.20633426,12.20624342,12.20639796,12.20647095,12.20640033,12.2065857,12.20654869,12.20631378,12.20656501,12.20621033,12.20675645,12.20645317,12.20664692,12.20609898,12.2065011,12.20612883,12.20627155,12.2063718,12.20631433,12.20627867,12.20629366,12.20649832,12.20643209,12.41024133,12.13563705,12.07332807,11.77544243,11.6973086,11.22256957,11.64828999,11.61092478,10.40840816,9.85451807,9.137350096,8.876795865,8.531000615,8.089453236,9.267578777,9.080239623
Cabo Verde,CPV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,16.96004762,17.35196407,15.80927931,17.27724398,17.60405001,17.98379828,17.81948912,18.70416277,19.3033605,20.7577658,30.06553625,30.32637723,32.38157608,22.5279403,30.55918902,28.29412954,28.93080753,26.20735295,26.37790372,23.37704203,21.74719078,19.16407138,19.0535136,18.5259963,18.21808332,19.21107785,19.09227813,14.01154411,15.48151033,15.96945983,14.94145775,14.56997848,14.00680796,14.57827873,15.45569567,14.61589099,12.66684933,12.51880384,14.62868997,14.37047968,16.73306524,18.70245575,16.80371244
Costa Rica,CRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.13633839,20.36663563,20.4198807,21.35596953,21.72274023,23.03423581,22.85701067,23.0820686,23.98814099,23.92976458,24.0968664,25.3201636,26.10579615,26.69940145,27.57629204,27.37286236,27.44829654,26.16261676,26.06751738,26.45672569,26.96767286,26.62115779,25.73926921,28.61383918,29.45189555,28.86750088,27.62291887,27.5735643,27.22929536,26.90209473,25.69600069,27.36903204,27.88045677,27.35790876,26.60852391,26.570148,25.98587457,26.04151423,25.98557193,25.73297755,25.44499083,25.21660207,24.56959793,24.1792375,24.66906192,24.26953411,23.71986794,23.89379476,23.55360244,23.52273814,23.32296521,22.58987067,22.20487739,21.34497248,20.61640542,19.96787847,19.65001128,19.31453971,19.55814326,19.23365693,20.36785113,20.97824919,20.82867648
Caribbean small states,CSS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,28.40192964,29.76235754,31.45390957,29.36689471,27.27621975,27.35590734,26.88211958,30.76774916,42.59656705,41.55119818,41.89155041,44.23950932,47.15791551,52.79557366,57.64489967,54.07119426,47.52517515,44.42453778,48.66073279,45.19504103,32.99525764,32.17924358,30.55393143,29.12090385,30.70803226,30.99113955,30.60266881,25.22322614,26.81278286,26.33620778,25.86305991,23.56705915,21.92615729,22.20781459,24.66956415,23.68064423,22.99940872,26.54495088,28.39320377,31.1443532,32.50245233,32.53582195,36.44672,29.05271585,30.22061881,32.3814764,29.29347271,28.76074405,28.13982286,24.26954221,23.59867415,24.52910153,25.44128002,24.37690557,24.31399808,28.88395559,
Cuba,CUB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,16.93562655,16.93796472,16.93793859,16.93516494,16.93155,16.93551418,16.94965424,16.93780833,16.92130063,16.91347331,16.9553331,17.02035519,16.87857978,16.83876066,16.87433757,17.16463405,17.345465,16.16970062,16.63966583,17.05222111,17.35760444,17.01741395,16.81330926,16.29365879,16.91458907,17.96093234,26.68546033,27.57914273,25.91900123,25.39325829,25.53508215,24.86238416,23.70134413,22.50593295,22.0396304,21.52682999,22.20473695,22.52699906,22.38649614,22.60470361,22.89360776,22.2582983,23.36719487,23.1503085,22.15210276,22.35318421,22.9429791,24.35596948,24.87756122,24.54944502,23.01866756,23.34743595,
Curacao,CUW,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.78992193,17.46571237,16.50394645,15.48318111,15.02736672,15.40984041,16.09219655,16.39599226,15.2140225,16.94504025,15.01972892,14.56869131,14.79524927,16.25287145,17.33648542,17.5397044,18.02127344,16.30777798,18.19056187,16.78119933,15.03119813,14.27748278,
Cayman Islands,CYM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82859311,9.65080208,9.084531344,7.903559334,7.065307493,6.813324224,6.857946115,6.92395108,6.896181792,7.006039148,7.28391319,7.193819233,7.414390574,7.707952982,8.148046043,8.533152121,
Cyprus,CYP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,25.17509256,28.84096813,30.98557454,33.12931748,33.21689187,33.64460959,32.4086717,30.86154572,30.08709394,29.02646848,28.49143049,27.59073228,27.49691105,27.50137624,26.57627461,25.92636036,26.73944834,25.55996004,24.68012382,23.22568329,20.05901818,20.14162794,19.65430683,19.23676276,18.48816444,17.68603455,17.3938334,17.93016221,18.01295541,18.06745916,17.89112301,17.83012994,18.19710261,17.89658538,15.95445968,14.47911521,12.74536429,11.7579803,10.74926723,9.972871049,10.19094075,10.83650962,11.34338747,12.16910929,12.95383899,12.92719943,13.11785842,13.46915546
Czechia,CZE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.86812581,34.81898287,35.38550879,36.14515199,35.69966677,34.78928177,33.77118247,33.49120748,33.90920025,33.2092894,32.34225338,33.57974959,33.61719819,34.33321599,34.18273662,33.65763346,32.98769447,33.17075187,33.65057382,32.9223275,32.64607051,33.83935076,33.7818228,33.40932728,32.70829701,31.77085441,31.53023622,30.68692941,30.26568427,30.68550416
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.52415185,32.51589251,30.60649156,30.19698833,29.76807892,28.85592647,28.57813018,28.38449777,27.65440791,27.71237832,27.0691909,26.37872364,26.18678134,26.40484946,26.35329129,26.97439918,27.23650257,26.84868191,24.73580485,26.84889253,27.06897192,27.28398614,26.78261334,27.01099599,27.10978858,27.56850648,27.46232202,27.30627405,26.95424472,26.62110218,26.73650309,26.67731216
Djibouti,DJI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39562816,11.64420336,11.39514948,11.33870712,12.40612445,13.99160539,14.61028949,14.92922172,,
Dominica,DMA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,10.30627847,10.12100219,10.16798017,13.71270306,13.37373354,13.63906756,12.42151943,12.00794848,11.27528959,10.20782097,10.29108084,11.55175838,12.39835258,12.48483065,12.64325199,13.8996139,14.08163881,13.71793615,14.418316,14.36192455,14.56599069,14.91654318,15.05777282,15.86014638,15.38620652,15.46858153,13.60821628,13.27261357,13.01894274,13.16149115,13.41202943,12.71915998,11.36160545,11.70752927,12.83810256,12.75425053,12.31975621,12.4957282,12.53364749,11.99174712,11.0723695,16.15015889,15.08039851,12.22950242,12.17232961,12.0893418
Denmark,DNK,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,28.54624983,28.14120567,27.62310858,26.92274222,26.37487931,26.22296313,25.91487623,25.25308286,25.11411773,24.89130203,23.82160709,23.49912197,22.77709227,22.04484269,23.28030674,22.15662075,22.21662983,22.30370578,22.62832639,22.81478508,22.65644238,22.82586645,22.5680297,22.72514958,22.63284099,22.40011367,22.4955692,21.62767476,21.62335439,22.09256155,22.28817331,22.45273084,22.32601845,22.63833091,23.65270962,22.8907148,22.65573623,22.16299378,22.1296309,22.23953194,22.81959381,22.16667353,22.59393456,19.95019791,19.70492415,20.25469861,20.39791732,20.06180735,19.78499589,19.98745459,20.66861683,20.74323784,20.82449329,20.70893809,19.9990648,19.32007652,20.87321982
Dominican Republic,DOM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,21.10326228,24.11634444,26.25101526,24.79868308,25.58847719,25.16171561,25.9696741,26.59571517,27.00434071,27.39708064,30.44896744,30.16785779,28.40099212,28.12325259,28.90003432,26.70841667,25.56305498,26.52346769,26.1304687,24.30990666,17.37997336,22.78097942,19.92346048,24.48592587,30.70148393,30.23658515,33.6226026,32.35208124,32.21057814,32.43245513,32.17721371,33.54386724,32.11191928,32.91629851,33.15847379,31.67042451,29.73277266,31.08810875,31.88230289,31.81294451,30.26935767,31.10986126,30.54694685,29.59218881,27.78702354,27.92339361,28.39554288,28.42025851,29.24893357,29.76905868,28.49636818,27.57808736,28.068774,28.81128478,29.07733665,30.28247171,32.66212093,33.06966487
Algeria,DZA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.239049,53.33096965,49.19828261,48.30065537,49.98314079,51.49832082,56.5538885,58.1285649,56.68648158,57.8354418,46.9481768,49.9674271,49.14014652,47.36116836,43.90409997,41.94030182,35.38269671,34.24888957,36.33057882,38.80518639,36.84388902,32.51951997,38.9425441,42.29743377
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,48.0824351,36.21667015,35.42707719,36.97280562,39.42994293,39.39144638,42.02438129,38.30297317,34.8973537,38.74571827,43.82704091,45.71130258,46.78296335,46.04285723,43.82459605,46.06459418,44.31250078,45.39794907,43.9307114,45.18086149,43.86098985,41.42020928,40.19986156,41.83001871,40.96180737,40.25422648,39.30467946,39.08353455,39.54965615,39.92161003,39.63890637,40.25706101,40.784154,41.89049864,42.21016168,43.03593005,43.74228458,44.25399527,43.76875815,43.37689506,43.74389009,43.79194873,43.58400301,44.21390449,44.62650371,45.576149,46.07566634,45.55003374,45.79943762,44.86533765,44.82625899,44.95623335,44.11045048,43.04374018,42.16532731,40.14388398,38.99831205,39.27135033,39.21026657,38.18354546,37.46115776,38.93528014,39.63493939
Early-demographic dividend,EAR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,30.50226424,30.98684197,29.53857665,29.84956894,30.37404782,30.15075697,31.45381736,32.00919977,33.79994782,39.34595921,37.03591138,38.75085492,38.28318261,35.92512549,37.64813624,37.39201586,36.84068973,34.93720265,33.78539834,32.59033822,30.67271717,29.30516048,29.27357269,30.57931827,30.72622882,31.69593378,31.61436426,31.26709385,31.82248954,31.8049056,32.04905089,32.8596065,32.78225023,31.02228273,31.34903054,32.43981734,31.98323243,32.9917872,32.58879212,33.75320526,34.97673989,36.08807686,35.76313485,37.04452409,33.68468452,34.30535156,35.24117838,35.05223429,33.94490781,32.78836824,31.88261065,31.32179461,31.85660461,32.83395657,31.75314431,30.63522511,32.38520601,34.068344
East Asia & Pacific,EAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,95.51697844,63.77073121,56.63367831,57.9122688,61.51948915,64.06320633,66.91763405,55.9110197,48.11910897,52.12833324,55.17059563,55.84914932,52.60938003,50.29749879,48.41362591,50.8807542,47.63314348,47.53828559,38.31172678,42.85108454,44.80744352,42.1289981,44.06869706,45.33950081,45.56307603,45.67216743,36.05352874,33.08282302,32.09864958,34.59999785,35.79838077,35.02031285,34.8842848,34.00635666,34.94097751,35.00803013,35.12337845,34.92729396,34.42294026,34.06584005,34.0487658,33.23129415,33.08363867,33.35719839,33.67078549,34.23740025,34.97076126,35.40960557,35.61095765,35.0853056,35.8702658,35.89379606,35.73300315,35.91564328,36.06471128,35.38654366,34.57851725,35.03436366,35.18325466,34.50474871,34.24188665,35.4699532,37.09540728
Europe & Central Asia (excluding high income),ECA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.56783774,41.79489839,43.45425327,40.59917872,37.26824105,38.49566414,33.27940906,32.92918727,32.45174786,31.63288726,30.18560686,30.16614955,29.37134393,27.7413263,27.59778757,29.18525499,30.06814385,30.37878659,30.28737937,30.3316017,28.62753695,29.18457047,29.56070623,29.30328751,28.76345259,28.73390208,29.06479877,28.79306407,29.95144177,31.13875527,30.31727105,28.88608975,31.04880404,32.08644776
Europe & Central Asia,ECS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18188438,29.06280116,28.09040933,27.87733227,27.02075813,26.54650165,26.21154531,25.81235049,25.26691198,25.41364757,25.00221866,24.54468876,24.23244376,24.28458915,24.43983389,24.74213553,24.71129224,24.79571667,23.1860071,23.64335872,23.89661243,23.76173686,23.45318795,23.18415984,23.20777991,23.06545577,23.33487896,23.49316806,23.30011927,22.87768347,23.60460452,24.81551353
Ecuador,ECU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.02076093,21.66823426,21.69328051,22.15941338,23.76269625,23.82359056,25.32212862,24.63191102,25.04305597,25.66047562,27.46136844,28.35627883,27.05080296,24.38243755,26.46260758,25.61979076,26.981031,27.91558816,27.08589152,28.69750517,26.80371106,28.23208677,29.59637656,27.72719104,29.52682519,29.49521711,27.16390875,27.19621785,29.11359589,28.9542479,30.12981312,30.4402033,32.61490022,28.58268326,28.25006337,27.14052294,26.78918036,25.87335599,25.81631245,28.78032844,33.61759449,29.04959898,28.80796471,27.99929935,29.71170399,31.54458088,33.88670802,34.45813175,37.91930509,32.41761483,34.72418599,37.63463987,37.75527457,37.14612811,36.77882376,31.87212767,32.02300962,32.52358756,32.54262509,32.70232088,30.7257404,31.17354122,31.49225382
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.55925724,22.0546895,24.75647859,25.04806372,25.04029304,24.06974178,23.9929661,23.8085845,22.72942103,24.11860759,21.42053973,22.12281897,21.66745434,20.49537153,23.27607555,25.40798251,23.77472183,24.70188431,26.16839649,34.72935693,33.38865825,31.28132497,30.04542216,28.58646617,28.76582278,29.59517426,27.88662132,25.94174757,27.44967484,26.58960961,27.40605386,32.13333484,31.41121495,31.14690722,30.50285714,30.24509804,29.51874455,28.99962392,28.64509395,28.40084525,30.7518671,30.89885698,32.58350488,33.37058683,34.66791675,34.14867224,36.15473531,35.06538668,36.21255165,35.81644598,35.78451848,35.9517176,39.25131486,39.88695442,39.89032394,36.63020173,32.45595335,34.39586778,35.32987506,35.82542441,32.3694443,31.18763579,32.71143143
Euro area,EMU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.62332731,28.01425778,27.19825155,26.87796911,26.68365405,26.04940254,25.78619559,25.63459928,25.1814709,25.16712009,24.89109341,24.49194507,24.1300599,24.03441515,23.84526279,24.03422848,24.01728856,23.62583483,22.16215031,22.38064996,22.36989125,22.20322782,21.92540902,21.8319789,22.22996946,22.3057111,22.26156632,22.24729376,22.1884816,22.15407689,22.44308312,23.00929592
Eritrea,ERI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7605067,13.61072509,12.79921837,15.0839348,18.90622873,20.98060558,19.28035202,20.87420992,19.16068042,18.53351043,19.17384491,19.69660113,19.61273885,20.4623875,18.15290725,19.19520823,25.91468245,21.81933914,,,,,,,,,,,,,
Spain,ESP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.33443338,28.07914097,28.06469877,27.8474729,27.89501161,27.96923984,27.95534335,27.74577348,27.42120444,26.99395069,27.16893278,26.93253691,26.30364868,26.29042099,24.89967952,23.15977586,22.08114025,21.03454162,20.26498099,20.0635672,20.07361153,19.99255218,20.04564332,19.86594776,20.0416214,20.1321301,20.35742873,20.76138491
Estonia,EST,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.38145076,26.55850455,26.11085672,25.2370633,23.84321714,24.88270145,25.51855435,25.49024746,26.11263449,25.43172004,26.26032,26.94754855,26.882417,26.2192756,23.47501277,24.40124053,25.72239702,25.26639698,25.34999607,24.77265071,23.86328154,24.04753836,23.99888661,24.02416596,22.94932869,22.77945057,23.1064624,24.01891887
Ethiopia,ETH,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,8.740655331,8.833303087,8.48348688,10.14246385,9.174057205,9.704191141,11.0048298,10.27591749,10.31785504,9.303866849,7.27710549,6.094015635,7.454666529,8.183457585,9.286202168,9.783691135,12.20217282,11.57037979,12.19479133,11.41046712,11.92792946,12.74027964,12.89950222,12.68554034,11.78883353,11.59231605,11.58949667,10.20685429,9.683480443,9.435128138,9.664642193,9.476137965,10.94455699,13.47132451,16.29779364,21.9325682,23.58190618,27.30570214,24.82236751,23.10229481,21.85002737,22.72200725
European Union,EUU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.80007359,28.15027992,27.22149924,26.95358617,26.78693153,26.20031489,25.98117897,25.82415072,25.36181321,25.36391119,25.08236583,24.69346431,24.34167185,24.30844228,24.18205669,24.41845589,24.44133324,24.13631655,22.70384493,22.97398325,23.0522495,22.80148823,22.42141328,22.39978751,22.80186761,22.82574195,22.73652787,22.71684267,22.64315381,22.55009828,22.78790337,23.53599589
Fragile and conflict affected situations,FCS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,35.48646669,34.0555164,33.49745983,33.62991001,34.31216022,34.04343821,33.58289332,32.74303203,32.59758754,32.04451927,30.92454288,30.12457531,30.47728749,30.08745748,30.39666554,29.22305654,26.51353871,26.25793211,26.95897699,28.22179859,29.49091315,28.84025744,29.02704703,30.52940884,30.43587885,31.58997963,30.94628979,30.10990935,29.5290249,29.37300797,29.25185352,30.24112622,30.67000941,29.56322549,25.66039605,26.15829449,25.03106092,23.37878102,23.32163605,23.09748329,23.3058164,23.49736574,24.40068758,23.99619638,23.87829466,24.03649837,24.06043241,25.0919645
Fiji,FJI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,22.85992218,23.65107914,22.68835616,22.47284879,23.08868502,22.70233196,21.15505336,20.75078206,18.78244455,20.05357826,19.68666282,20.22222222,20.44807602,20.52928013,18.99713028,17.95784677,19.7019479,20.15858289,19.18560606,19.54041674,17.81255316,16.96063671,17.44378608,18.22193337,19.25225225,19.57300328,21.36644171,21.08781313,21.4522478,21.95949548,22.25996829,21.96281097,20.81919232,20.77196036,21.35140509,20.95905008,19.02414724,19.58735269,20.62434875,19.90060361,18.65582867,19.76162877,16.45092857,16.1619036,15.4808294,16.08609369,16.67781186,16.9725804,17.41334029,16.72296805,16.33721435,15.01276575,15.17127027,16.20268603,15.69404877,15.53731824,15.71106659,16.87304826,16.88960446,17.63065554
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,30.27501388,30.66666667,29.98629319,29.66893438,30.16747933,30.28185601,30.05698694,29.71243509,29.3326372,28.79340726,29.04501265,29.50311002,28.88354943,29.18799967,28.75285981,28.64895114,28.16897275,28.11213564,28.01227715,27.62888928,27.76988291,27.06765885,26.44657152,26.24271343,25.77839696,25.63861954,25.45998262,25.05061432,24.98122058,24.38670934,24.45645468,24.29969635,24.00663847,23.06195764,22.24437161,22.30977786,21.67518722,21.52730131,21.44484487,21.2017282,21.29393981,20.93836952,20.64945281,20.1918112,19.95752395,19.60960527,19.28408447,19.13673919,18.81383069,18.30484264,17.84573563,17.97816621,17.86855062,17.97180129,17.74593967,17.67969171,17.43413205,17.24115265,17.18837933,17.42467597,16.4954388,16.65572381,17.38281834
Faroe Islands,FRO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.14644657,18.24837931,17.83875904,18.61712593,19.37018825,18.81790526,18.11926606,17.2377523,16.94183537,16.86811331,17.3235542,15.96324611,14.23571396,14.30281135,14.19396138,13.81341629,15.66818304,16.48553445,15.60074347,17.30649997,17.88793532,19.24200119,20.64008883,19.53092316,
"Micronesia, Fed. Sts.",FSM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.857623571,7.576325407,7.050699742,8.152166712,7.853257352,8.182514989,8.253693703,6.786900063,6.637007508,6.118858123,5.251318613,4.054556663,3.15019596,3.759256775,6.88639333,7.235469572,8.162566463,8.338153826,7.306225695,6.030077251,6.113275653,6.046946836,5.429425298,4.866441438,4.817912621,4.885343137,5.022883264,4.853662349
Gabon,GAB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,33.91758097,31.56536315,30.60173197,38.13336192,30.75438889,33.87387387,34.93379717,37.8742515,45.54182564,45.58652322,47.59775473,45.57563273,51.24424885,47.85840472,63.35754641,62.28373702,62.35572243,58.2584758,57.8264095,61.75923053,60.4291086,58.40876608,60.63588191,56.83664784,59.69669708,66.52782406,47.50063629,48.8482206,35.94956655,41.72968925,42.99642108,44.61222634,43.31982219,45.24836038,52.6190343,52.36344538,55.36597089,53.6521823,43.14177694,48.81574364,56.2551965,47.71007451,47.3156668,47.0391681,51.5005374,59.92236081,59.46631966,57.22220573,61.74200001,50.44675323,55.19246281,60.88121046,58.82460162,56.60861688,52.72224165,48.1836273,45.0378509,45.46730899,47.12708562,47.67886409,41.58907819,50.91876272,57.39540067
United Kingdom,GBR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.34593835,26.64807783,26.26145663,25.68324752,26.20859398,24.26744596,24.40263899,23.53902502,22.92545175,22.50385481,22.58280714,21.58963017,21.23431094,20.80806557,20.22109383,20.24673435,20.09047844,19.69230013,19.90240397,18.55405243,18.79648793,18.32105424,18.25720958,18.56992329,18.17044739,17.99382404,17.48371186,17.72228212,17.76046278,17.66423273,16.99156331,17.3016052,17.86099923
Georgia,GEO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,32.74336283,33.33333333,35.38461538,34.09090909,33.57142857,37.14285714,34.30656934,35.21126761,34.93150685,36.11111111,31.33333333,34.375,23.65951743,,,,23.03993796,22.22002678,21.79964557,21.23061725,20.99750128,20.53640995,22.7373927,24.08542637,24.17576825,23.7580566,21.71444318,20.90056374,18.94374282,18.92638719,16.85210984,17.95460522,19.17230133,18.512858,18.69843208,19.15249742,19.25549727,20.21436843,19.91775674,20.31255863,21.17755976,21.36808381,21.54446723
Ghana,GHA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,18.62210095,18.37944664,20.4787234,20.35294118,19.14042979,18.23815848,18.28,17.72646536,18.59468723,18.13304721,21.01078932,19.21544591,15.83803637,12.02706566,12.28119906,11.86875758,9.162008096,6.247469665,6.62852237,10.58208685,16.67667498,17.15314836,16.31903485,16.56589256,16.72379754,16.77282953,16.96424636,17.37508808,24.8185739,24.89913545,24.28499555,23.57854075,25.66780506,25.26653562,25.41278341,25.40392229,25.21597974,25.27567435,25.2099151,24.71675627,25.12543594,19.3820948,19.49280657,19.39956455,18.51409213,18.01494281,23.86366009,27.13653359,34.08982221,33.89820258,31.11937966,27.69325495,29.95221739,31.17774403,31.107724,29.87675423,28.26450906,31.51883064
Gibraltar,GIB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,34.37546971,34.36999771,33.40983373,33.19199862,34.60943664,30.57776628,26.8754987,28.42584687,25.12563666,28.10932895,29.69902189,28.7900232,30.8543956,28.85706243,31.38226258,31.81576118,31.321626,31.72386291,30.5082264,32.06006905,34.27539791,30.76639997,32.93284243,32.28872839,32.3138345,32.61439807,31.5767628,29.64071455,29.69416739,26.32463978,30.10384717,31.65398693,33.34100143,29.3907987,28.33300544,28.83516912,28.83516912
"Gambia, The",GMB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,8.29639012,8.343057176,8.33819242,8.34218916,8.214777421,8.209606987,8.277027027,8.2421875,8.297742526,8.907563025,9.611529991,9.553131359,10.64453125,11.64619697,13.01518752,12.48320452,9.552210563,10.91974238,16.64568911,13.64696513,11.31767268,10.83739108,9.488806283,10.35202885,11.00948689,15.36000825,15.17003448,15.20011349,14.62553319,14.87392944,20.70366459,15.57434597,16.06870982,15.59420686,14.82267336,14.76682464,15.80697677,14.84902505,11.45166445,11.4940796,12.12389238,11.87953997,11.16205075,10.21100755,9.828166236,11.51266032,11.95836884,11.89469631,13.21483428,17.14345306,20.93559296,17.89275502,17.3104258,17.28260083,16.85368539,17.08805344,17.26163848
